x Normal 1 ,y Normal 1 ,z Normal 1 ,i Normal 1 , x Normal 2,y Normal 2,z Normal 2 ,i Normal 2, x Normal 3,y Normal 3,z Normal 3 ,i Normal 3
-3,-45,27,0,11,13,26,56,3,-29,18,0
7,-25,28,0,-9,-34,35,0,8,8,24,0
-9,18,19,0,10,12,21,0,-11,-19,32,0
-7,-34,40,0,7,-20,42,0,8,-40,21,0
9,10,18,0,-8,-41,21,0,4,26,35,0
-9,23,24,0,6,28,16,0,-6,-43,37,0
11,-45,33,0,-5,-45,42,0,8,-18,19,0
-11,26,0,0,3,-17,26,0,-9,9,40,0
10,-43,32,0,11,5,27,0,7,-41,22,0
-8,22,38,0,-10,-34,35,0,-5,18,34,0
-6,-41,20,0,9,16,13,0,-10,-32,42,0
9,17,36,0,5,-32,46,0,13,8,15,0
-10,12,24,0,-6,0,42,0,-11,32,44,0
10,-31,33,0,10,-18,13,0,10,-54,15,0
-11,20,40,0,-5,-11,46,0,-9,33,42,0
12,-40,16,40,7,-2,19,0,9,-50,18,0
-10,25,43,101,-1,-24,33,0,-8,30,18,31
9,-40,16,137,2,14,28,0,6,-39,42,99
-7,23,43,202,5,-31,26,48,10,14,14,141
-6,-40,18,280,-2,34,49,111,-9,-24,43,189
10,16,13,338,8,6,10,153,8,-44,13,269
-8,6,46,361,-7,-22,46,224,-9,28,45,331
4,-32,11,374,8,-3,16,303,12,-42,12,363
1,13,47,373,-4,-19,37,350,7,20,42,374
-6,-26,8,369,6,-34,26,368,-5,-37,21,375
11,-6,14,356,1,6,25,378,8,-28,12,368
-6,13,46,304,0,-13,50,369,-4,9,45,355
-4,-36,10,226,13,-17,6,366,-5,-29,12,295
9,14,52,163,-7,-8,49,332,8,0,29,232
-4,-3,19,96,-1,-36,12,266,11,15,32,162
4,-23,32,18,8,4,38,199,-7,-34,41,89
6,23,32,0,-3,1,46,130,1,9,17,20
9,-23,2,0,9,-32,8,56,5,-10,16,0
-7,-27,52,0,-2,-1,51,0,-6,-14,46,0
9,5,41,0,-5,-18,27,0,11,7,28,0
5,-29,13,0,12,-14,27,0,7,-28,20,0
-1,-9,41,0,3,14,50,0,-6,-20,45,0
11,-16,20,0,-1,-39,8,0,9,0,10,0
-4,-29,31,0,5,-19,45,0,-1,-23,46,0
8,1,48,0,-7,1,43,0,3,3,46,0
-2,-32,8,0,9,-31,11,0,12,-27,10,0
7,3,18,0,8,12,36,0,-7,-31,36,0
0,-32,43,0,-6,-36,23,0,12,5,24,0
-5,3,10,0,11,6,27,0,-7,-37,32,0
9,2,43,0,-5,-25,49,0,11,11,31,0
-7,-33,52,0,7,-51,11,0,-2,-40,4,0
10,13,4,0,-1,24,44,0,-5,9,49,0
-7,-40,53,0,0,-49,36,0,11,-1,7,0
-3,19,35,50,13,21,14,0,-7,-32,45,0
6,-4,21,103,-9,-35,45,0,11,11,16,53
-5,-23,40,151,9,9,12,18,-7,-36,34,106
9,6,13,223,-6,-22,46,78,10,16,25,154
-6,-36,45,291,5,-46,11,124,-8,-42,26,226
6,15,11,348,-4,30,46,181,8,20,34,308
-2,-36,35,361,2,-47,15,260,-5,-40,9,352
-9,6,25,375,8,25,39,318,-9,13,44,368
12,31,26,373,-12,-42,20,361,10,9,16,378
3,-57,32,368,9,-32,17,367,-8,-40,38,370
-3,-15,22,355,-10,17,42,378,3,18,43,366
8,1,36,305,8,-40,18,369,2,-19,15,329
-5,-50,20,225,7,8,37,365,-9,-10,31,247
4,21,38,162,-9,-22,21,247,14,17,25,186
7,-28,22,79,10,-46,31,176,8,0,31,109
-8,-45,34,14,-3,26,32,108,-6,-41,43,39
0,29,41,0,2,-42,18,36,-4,13,16,0
0,-8,17,0,11,-17,40,0,7,8,25,0
7,-19,29,0,-10,9,16,0,-5,-31,34,0
6,29,29,0,10,-35,23,0,3,5,21,0
2,-40,19,0,5,14,40,0,8,-16,35,0
-6,-35,38,0,-7,-24,20,0,-10,-42,21,0
8,21,21,0,7,-39,34,0,9,27,20,0
-6,-44,25,0,-8,26,26,0,3,-42,40,0
4,0,32,0,4,-44,15,0,-6,-21,19,0
-2,-12,23,0,11,-13,28,0,7,11,36,0
1,-11,32,0,-10,-1,35,0,-7,-40,25,0
1,-3,27,0,10,-28,19,0,6,15,14,0
-4,-22,20,0,3,13,47,0,-3,-30,46,0
10,9,31,0,-4,-40,11,0,-11,6,13,0
-9,-32,26,0,10,18,45,0,12,31,44,0
7,13,32,0,-8,-43,46,0,-11,-52,17,0
-7,-25,38,64,11,22,9,0,11,31,39,36
4,4,18,113,-8,-40,35,0,-9,-48,42,99
-1,-15,41,156,14,12,26,56,8,28,13,142
0,-5,15,224,-8,4,29,116,-7,-38,46,196
11,-8,43,356,10,-28,32,242,5,12,12,276
-9,-38,17,358,-8,9,22,259,-3,-22,47,337
11,15,15,368,-4,-31,39,307,-10,0,11,366
9,-34,44,377,9,6,15,352,9,29,44,375
-7,-28,10,374,-7,-18,40,369,-9,-44,20,374
7,8,49,369,10,-12,22,378,11,21,32,367
0,-27,34,345,-7,5,319,374,6,-38,48,345
-5,-2,18,284,3,-33,30,366,-5,-29,0,274
11,10,41,208,4,6,22,3,9,11,28,214
-5,-33,14,149,-8,-9,40,274,-3,-30,33,145
-2,11,47,70,12,-25,14,210,6,1,20,66
8,-6,15,0,-5,4,41,144,11,-23,43,0
-5,-20,39,0,-2,-27,19,69,-7,-37,17,0
6,1,26,0,11,0,9,0,2,13,14,0
-2,-24,3,0,-2,10,50,0,5,-11,46,0
-6,0,53,0,6,-19,25,0,-3,-13,9,0
4,5,36,0,2,-11,29,0,10,-6,20,0
3,-18,16,0,-8,-9,31,0,-5,-30,39,0
0,-8,45,0,1,-40,8,0,-5,7,46,0
12,-16,18,0,4,18,46,0,9,0,16,0
-4,-29,33,0,-3,-42,15,0,-2,-24,8,0
10,3,46,0,11,-28,13,0,3,5,8,0
-3,-31,7,0,-7,6,45,0,2,-29,35,0
7,2,22,0,8,-40,21,0,-7,-2,23,0
0,-33,4,0,11,11,31,0,12,6,32,0
-4,3,14,0,-8,-30,49,0,-7,-38,53,0
8,1,45,0,7,-5,9,0,11,11,5,0
-8,-32,15,0,-1,-13,44,0,-3,-41,49,24
9,11,4,55,2,-21,34,0,8,11,10,85
3,-41,55,108,4,10,17,0,11,-36,44,130
-2,-9,4,154,-2,-40,35,9,-7,-31,16,180
5,-11,25,229,7,14,35,77,10,12,32,260
-5,-16,47,296,-8,-2,44,124,-8,-39,28,327
8,-2,42,351,6,29,11,177,10,17,25,358
-7,-30,14,366,-5,2,31,258,-8,-44,33,370
8,20,13,376,2,-11,30,313,7,22,10,379
-3,-43,45,373,7,-14,23,357,-6,-43,45,370
-9,15,9,368,-3,3,35,366,7,15,17,363
12,25,30,344,0,-44,18,378,11,-36,36,318
0,-55,28,282,3,20,40,369,-8,-43,24,236
0,-5,25,208,-5,16,23,365,3,2,15,174
8,-8,32,147,10,-38,34,250,2,10,43,96
-6,-53,24,58,-8,11,24,181,2,-19,15,31
4,27,39,0,-8,-24,32,111,0,-12,28,0
6,-36,19,0,9,-2,38,31,9,-7,32,0
-6,-41,37,0,-3,26,19,0,-5,-43,19,0
3,28,39,0,3,-42,28,0,-4,15,38,0
-2,-16,16,0,-2,24,32,0,6,11,21,0
0,-10,31,0,-10,7,24,0,-9,-34,20,0
-2,0,27,0,10,-29,42,0,3,21,36,0
6,5,19,0,-9,16,19,0,-1,-16,23,0
-8,-45,38,0,-6,-27,18,0,1,-9,37,0
-4,21,20,0,6,-36,40,0,-11,-20,40,0
6,19,28,0,-8,25,16,0,-7,23,17,0
-7,-41,31,0,6,-45,27,0,-7,9,35,0
4,27,23,0,10,-8,34,0,8,9,26,0
10,-20,34,0,-10,-5,12,0,-8,-39,30,0
0,-45,22,0,10,-40,47,0,6,15,33,0
-10,-18,32,0,1,-40,10,0,8,-29,13,0
-3,23,25,2,-2,-38,17,0,-10,-43,44,12
5,6,24,182,9,17,44,28,13,28,16,81
-6,-26,37,200,9,-27,15,48,-10,-51,39,121
8,14,20,217,10,-2,38,68,10,30,22,172
-8,-29,40,258,-7,-10,24,121,-10,-47,29,240
6,9,16,325,4,-16,31,162,9,27,44,315
-3,-20,27,358,1,1,31,233,-7,-37,12,354
1,0,36,372,0,-25,9,310,4,13,48,370
11,-13,17,375,5,8,47,352,-3,-22,10,377
-9,-38,41,368,-3,-25,15,369,-9,0,44,374
11,15,13,355,42,-2,39,378,11,28,20,369
7,-36,48,292,8,-20,22,374,-10,-44,33,336
-2,-23,6,214,-6,-30,325,367,11,22,50,258
9,3,23,150,6,3,30,340,-6,-38,8,197
-3,-31,36,79,-1,-15,6,271,-5,12,28,125
-5,3,18,5,4,-14,50,202,11,0,33,54
11,8,45,0,12,-12,11,134,-7,13,20,0
-5,-32,9,0,-7,-33,40,67,4,-36,43,0
0,11,43,0,1,4,20,0,3,12,16,0
5,-9,54,0,5,-2,11,0,-6,-21,22,0
-8,-16,4,0,0,-27,48,0,10,-9,48,0
8,6,53,0,10,6,24,0,-7,12,48,0
8,-26,32,0,-5,-21,30,0,-4,-32,40,0
35,-22,19,0,-4,-9,31,0,8,8,40,0
-4,0,45,0,10,13,10,0,-3,-3,11,0
5,4,18,0,-7,-37,43,0,8,-22,49,0
1,-21,35,0,3,17,38,0,10,5,6,0
-6,-7,44,0,2,-8,14,0,-6,-25,12,0
11,1,9,0,-9,-23,35,0,1,-24,32,0
-5,-29,25,0,11,14,22,0,3,2,7,0
10,2,36,0,-7,-43,32,0,1,-27,33,0
-4,-31,8,0,-4,15,47,0,7,-4,29,0
0,1,48,50,9,-35,34,0,-7,-21,24,0
8,-11,45,104,-8,0,12,0,10,-9,36,27
-3,-21,27,150,9,24,12,0,-2,11,17,86
9,-2,27,220,-3,-51,19,50,7,-41,42,132
-8,-28,51,291,4,27,40,108,0,11,10,192
10,8,51,348,1,-42,13,158,0,-36,36,267
-7,-37,6,363,-11,15,37,231,11,5,24,332
0,18,48,376,11,-3,23,307,-8,-25,27,360
2,-15,12,370,-7,29,32,353,10,-40,32,373
-3,-10,40,368,7,4,26,365,-8,19,24,379
7,-10,19,349,-7,30,25,378,9,-44,37,373
-5,-22,32,297,3,-47,33,375,-6,24,16,364
9,3,46,224,0,26,18,369,7,-46,39,317
8,-45,8,164,-4,-45,37,273,12,17,23,234
-8,-35,37,92,-10,20,22,206,10,-38,16,172
12,19,12,16,9,15,36,133,2,-45,42,93
-2,-48,34,0,-12,-35,23,68,3,25,25,29
1,3,35,0,11,12,0,0,-1,-22,30,0
8,-16,15,0,-8,-26,39,0,8,-12,43,0
-7,-50,39,0,-8,0,18,0,-5,-5,16,0
5,27,24,0,8,25,32,0,3,-46,37,0
5,-39,25,0,-5,-40,28,0,6,18,33,0
-7,-35,38,0,4,-11,13,0,6,-16,22,0
2,0,20,0,0,3,43,0,-3,-47,38,0
-3,24,31,0,-8,-37,16,0,-3,-47,23,0
-8,-21,28,0,10,17,19,0,-10,-9,36,0
7,-4,26,0,3,-28,41,0,9,-9,38,0
1,32,34,0,-6,-34,22,0,-17,30,19,0
7,-46,23,0,9,-5,31,0,-4,-43,35,0
7,-24,24,0,-8,22,47,0,8,16,27,0
10,-24,36,0,5,22,8,0,-8,11,30,0
10,-24,24,0,9,-8,26,0,6,-40,44,0
-11,-45,33,0,3,-20,35,0,-4,20,13,0
10,-45,0,48,-11,4,8,0,5,-30,44,61
-10,24,24,108,-11,-40,50,41,-3,8,18,114
11,-45,37,148,-2,12,41,109,-1,-21,38,163
-11,24,20,213,7,-30,12,153,5,-7,22,223
9,-38,31,283,-5,0,50,225,-5,-5,28,300
6,19,27,342,10,-13,6,307,9,-20,45,349
-3,-32,30,363,-4,-14,50,352,-8,14,11,369
0,-31,32,376,3,17,8,370,6,-39,47,375
-14,22,19,374,2,-35,48,378,-4,16,10,373
6,-38,41,370,1,10,35,374,2,-25,44,367
1,13,20,340,6,-27,18,368,1,3,21,327
-8,-37,33,272,-9,0,43,344,-9,-11,7,249
14,-8,25,197,9,-2,9,267,12,-14,51,188
-6,-12,29,128,-5,33,52,2,-5,22,8,117
0,-33,30,51,7,-33,26,128,-5,-40,27,41
8,13,6,0,-2,7,27,62,9,14,35,0
-5,-38,51,0,4,-15,36,0,5,11,11,0
5,-28,8,0,2,-13,15,0,5,-35,42,0
1,6,13,0,13,5,45,0,11,2,0,0
0,-24,50,0,-6,-36,15,0,-6,-22,13,0
11,-2,15,0,3,5,40,0,9,-37,47,0
-7,-14,38,0,6,-3,49,0,5,13,27,0
-2,-32,27,0,-4,-27,7,0,-2,-32,21,0
8,8,7,0,9,3,31,0,7,-16,49,0
-4,-4,46,0,-4,-24,29,0,-4,-4,7,0
5,-21,38,0,-2,-35,22,0,8,-20,46,0
1,3,17,0,9,15,45,0,8,5,48,0
3,-25,36,0,-1,-16,15,0,-5,-24,9,0
-7,25,22,0,3,-8,37,0,3,-23,34,0
12,2,9,0,9,18,43,0,2,0,25,0
-6,-30,50,0,-7,-44,10,0,2,-26,31,0
1,4,32,6,1,-18,47,0,11,-5,31,0
6,-17,21,73,3,-4,27,0,-7,-21,6,19
0,-14,51,115,-8,-30,27,3,12,-33,47,78
8,-12,9,169,9,12,42,64,-4,8,10,122
-2,-20,42,242,8,-44,16,116,7,-39,44,178
8,-4,21,310,-4,22,40,165,0,8,16,249
-1,-25,4,356,10,-50,20,233,2,-34,33,326
4,5,53,368,-8,-8,35,310,12,4,25,356
0,-28,4,376,13,-1,22,352,-9,-24,28,372
1,1,50,372,-10,-27,32,365,10,-39,32,377
1,-21,10,367,9,16,26,377,-8,17,22,369
-6,-4,42,333,3,351,15,374,9,-44,44,365
10,18,16,276,-4,-41,39,369,-7,22,14,326
-8,-45,35,204,5,11,19,348,-9,-45,40,242
-3,19,24,150,-7,-19,36,269,12,17,22,182
6,-6,31,73,8,-8,23,2,-10,12,15,106
-6,-25,44,3,-6,-4,34,128,3,-45,41,39
8,23,16,0,1,-47,24,58,2,26,25,0
-4,-43,38,0,0,23,23,0,-10,-23,32,0
-8,11,20,0,-2,-38,37,0,9,-11,29,0
7,19,23,0,11,-33,19,0,-6,26,16,0
2,-46,38,0,-10,16,31,0,19,-48,38,0
-3,-7,17,0,8,-28,27,0,-5,18,32,0
6,0,33,0,8,2,15,0,7,16,23,0
-6,-41,26,0,-9,-12,43,0,-6,-38,37,0
-7,16,21,0,7,-39,33,0,3,6,21,0
6,19,36,0,-4,22,21,0,8,-16,19,0
-2,-41,21,0,0,-38,39,0,-11,-45,36,0
0,4,26,0,12,-22,21,0,9,30,20,0
7,-10,0,0,-11,12,33,0,2,-42,37,0
-10,-49,24,0,10,-31,46,0,-6,-22,24,0
9,28,35,0,4,12,9,0,9,10,15,0
-8,-46,35,0,-7,-24,29,0,-8,-38,44,0
-5,20,22,0,9,-39,30,0,8,13,12,0
8,23,34,60,-6,20,7,0,-4,-28,45,49
-10,-44,26,114,3,-42,50,46,-11,7,16,105
9,24,24,154,11,21,9,106,11,25,16,150
-10,-47,36,223,-10,-41,14,153,-10,-47,43,208
11,28,21,293,14,14,48,226,11,28,12,288
-12,-40,32,344,-8,-32,8,309,-10,-44,47,344
10,21,26,364,11,5,51,352,8,28,9,366
-9,-35,31,374,-6,19,7,370,-7,-39,48,377
9,16,31,375,6,-40,30,378,5,14,10,374
6,-27,22,368,0,16,33,373,-3,-24,13,368
-9,-31,38,356,-8,-35,19,368,0,4,48,338
11,14,15,296,12,11,40,337,10,-13,6,265
-8,-33,38,220,-9,-29,10,260,-9,-46,32,194
2,13,19,148,11,0,38,120,12,23,30,116
4,-11,36,81,-7,5,23,53,7,-42,6,39
-2,-14,25,4,0,-31,30,0,-5,17,48,0
10,-5,7,0,7,5,34,0,9,10,11,0
-3,-33,52,0,-1,-17,16,0,-3,-36,18,0
-4,6,33,0,-8,-12,47,0,6,4,42,0
10,3,18,0,13,5,14,0,2,-24,13,0
-7,-26,44,0,-7,-34,41,0,-6,-6,34,0
1,8,10,0,2,-18,47,0,9,15,29,0
4,-16,43,0,5,-5,8,0,6,-34,6,0
11,32,49,0,-5,-25,33,0,-2,-16,50,0
-7,8,8,0,10,5,27,0,9,-4,41,0
9,-30,30,0,8,-27,10,0,-4,-28,14,0
7,-18,33,0,-3,-35,46,0,-5,5,45,0
-4,0,14,0,9,13,14,0,8,0,16,0
6,-28,39,0,-1,-19,39,0,0,-23,34,0
1,0,40,0,4,-6,42,0,2,0,50,0
-7,0,10,0,10,17,10,0,1,-24,7,0
11,-30,51,0,-8,-45,35,0,-6,-5,51,0
-6,4,27,67,0,19,27,3,11,2,6,53
1,-20,28,110,3,-8,28,62,-5,-33,47,102
6,-12,53,159,-6,-25,41,118,10,7,12,153
0,-15,5,232,10,8,13,169,-4,-38,42,218
6,-16,49,296,-8,-40,44,244,-5,8,18,300
-2,-7,14,346,-4,20,16,315,9,-4,33,348
9,-22,5,363,9,-30,37,355,-7,-30,25,365
-6,2,53,377,-8,-2,21,366,10,11,9,375
4,-31,2,372,12,-7,34,377,-9,-39,47,376
0,6,52,368,-9,-24,27,374,10,18,10,370
2,-26,8,348,3,12,13,369,-8,-44,43,350
0,2,19,285,2,-38,38,346,-3,24,16,290
-6,16,40,220,-3,15,18,265,8,1,39,214
9,-45,12,151,5,-24,39,125,-8,-31,22,154
2,-8,46,80,-6,-4,2,62,7,12,16,72
0,-13,20,7,5,-7,33,0,-3,-38,40,3
4,-18,33,0,-6,-48,24,0,-9,8,24,0
-7,24,27,0,2,25,24,0,11,27,31,0
8,-47,25,0,2,-40,38,0,-11,-52,41,0
7,-32,34,0,-1,-31,26,0,-1,26,16,0
-5,15,19,0,-1,16,30,0,5,-3,39,0
4,-32,39,0,10,-29,26,0,-4,-30,20,0
0,2,21,0,-10,3,17,0,6,17,23,0
-7,26,19,0,8,22,42,0,-7,-31,36,0
5,-43,38,0,8,-38,31,0,-9,5,22,0
2,-22,25,0,-8,22,22,0,8,26,37,0
-5,14,29,0,7,-37,39,0,-2,-47,36,0
4,-36,37,0,-5,-20,21,0,0,-11,21,0
-4,12,22,0,-8,9,36,0,8,4,36,0
2,-19,26,0,11,-31,46,0,-12,-42,24,0
6,-48,33,0,-10,12,8,0,10,22,32,0
-8,30,23,0,9,-25,32,0,7,-37,30,1
9,-48,36,52,2,-37,27,24,-8,-36,24,67
-8,26,22,109,-5,18,8,87,9,21,39,115
-4,18,22,148,10,-40,51,133,-11,-42,14,168
6,-40,34,214,-6,21,35,176,12,23,40,233
-7,23,23,292,3,-41,18,256,-10,-46,22,307
8,-45,32,340,10,15,46,328,10,28,29,352
-8,28,27,364,-9,-33,11,357,-11,-43,48,369
3,-8,31,375,13,7,43,375,9,25,8,375
-2,-14,26,376,-10,17,20,377,-8,-38,51,372
0,3,19,373,10,-39,31,370,-10,16,7,364
2,-23,40,360,-6,18,31,365,10,23,48,317
-12,18,15,297,9,-36,22,319,-10,-40,16,241
10,-28,42,222,-2,13,40,243,11,27,5,182
-7,8,18,148,-9,193,10,176,-10,-45,28,109
6,-22,40,77,12,-31,39,101,12,23,26,31
-4,-4,44,0,-9,2,21,32,-7,-41,36,0
-9,11,9,0,12,4,32,0,-5,17,8,0
12,-33,49,0,-8,-30,31,0,10,8,44,0
-8,11,9,0,1,-7,6,0,-4,-34,43,0
0,-7,32,0,7,-19,50,0,4,5,12,0
5,-22,29,0,-1,-11,11,0,11,-26,48,0
-6,6,7,0,-6,4,14,0,-7,-37,28,0
8,-25,52,0,11,-34,47,0,10,15,20,0
10,-25,9,0,0,-15,7,0,-6,-34,51,0
-7,7,14,0,4,-8,34,0,-3,9,8,0
3,-17,46,0,5,-31,25,0,8,-3,14,0
1,0,18,0,-4,7,8,0,-3,-21,47,0
0,-10,33,0,10,-28,26,0,7,5,16,0
12,-8,47,0,7,-33,35,0,8,-24,34,0
-7,-29,14,0,-3,10,16,0,-6,-24,27,0
-3,8,40,0,8,-24,41,0,3,-1,28,0
10,-3,40,0,-2,0,18,0,2,-24,49,46
-7,-25,11,62,6,15,37,0,1,-6,7,170
8,-1,22,112,9,-43,45,22,7,-20,47,182
0,-26,7,156,-9,-9,13,85,-1,-10,13,220
4,-4,52,222,2,-14,31,136,8,-16,41,291
3,-22,31,298,2,-19,30,193,-4,-20,19,346
-5,-9,18,345,-7,0,24,273,8,8,32,364
10,4,46,364,11,-49,37,334,0,-34,27,375
-4,-33,9,378,5,16,15,361,2,7,27,376
8,7,42,373,-3,-36,40,370,11,-26,32,369
-4,-32,3,328,9,3,20,376,-8,-40,11,352
5,8,33,310,-6,-11,35,367,11,20,42,295
9,-32,28,283,8,-19,24,304,-8,-46,16,216
-7,-29,23,221,-4,8,28,226,9,26,3,159
8,10,37,149,3,-40,32,166,-8,-49,23,75
-7,-34,15,89,2,19,18,90,-7,20,15,8
0,12,42,12,-4,200,39,30,11,12,40,0
2,-26,16,0,3,-28,20,0,55,-46,24,0
-6,-5,36,0,-6,1,36,0,-4,0,30,0
9,16,25,0,5,29,24,0,4,13,41,0
-6,-44,28,0,-5,-51,22,0,0,-28,18,0
-4,21,40,0,2,29,37,0,-10,-8,37,0
7,-6,17,0,-3,6,21,0,10,30,31,0
-5,-27,41,0,-11,-29,32,0,5,-52,24,0
4,17,36,0,11,14,26,0,-6,-28,34,0
8,-34,19,0,-10,-34,19,0,6,18,23,0
-8,-37,36,0,-3,8,40,0,-6,-42,22,0
7,22,23,0,7,24,16,0,3,7,34,0
3,-42,19,0,-8,-16,23,0,7,-16,21,0
-6,-17,37,0,8,-6,39,0,-9,-48,35,0
6,9,21,0,-4,-5,21,0,0,32,43,0
38,-37,25,0,-8,-39,17,0,1,3,30,0
-5,0,32,0,2,22,44,0,-10,-25,30,0
-8,17,21,51,-2,-33,9,9,9,22,12,49
7,25,0,112,0,-25,35,77,-9,-36,45,104
-2,-48,35,151,10,12,49,127,6,10,16,148
1,-2,22,219,-11,-28,10,180,8,-24,39,214
0,-8,36,295,8,3,49,260,-10,-43,22,292
-3,-20,24,346,6,-19,8,330,11,24,11,346
10,11,34,365,-8,-6,20,358,-10,-45,48,365
-5,-46,25,375,5,20,43,374,10,25,7,376
8,22,21,373,-3,-41,13,376,-10,-41,52,374
-6,-33,37,368,3,16,46,368,8,24,5,372
4,7,20,345,2,-34,10,360,-8,-35,48,351
-3,-14,41,272,-9,10,46,297,6,13,49,292
0,-8,16,195,12,-22,14,22,-3,-24,4,217
9,-1,40,125,-6,-6,40,158,-9,4,37,157
-11,-40,42,54,8,17,37,81,10,26,27,78
10,21,42,0,-2,-37,14,17,-11,-44,27,17
-7,-32,19,0,3,14,48,0,12,21,53,0
7,10,13,0,0,-32,8,0,8,-42,8,0
9,-24,45,0,-8,3,51,0,-6,0,18,0
-7,-32,20,0,12,3,30,0,-4,16,42,0
12,11,36,0,-7,-31,20,0,9,8,16,0
0,-33,26,0,8,6,49,0,-3,-34,36,0
2,-8,9,0,-3,-19,11,0,5,4,27,0
10,-9,51,0,-5,-12,43,0,11,-25,6,0
-6,-34,35,0,12,3,17,0,-5,-36,51,0
-2,7,20,0,-6,-32,9,0,9,15,37,0
8,-1,46,0,4,6,47,0,5,-33,16,0
-7,-23,17,0,3,-7,26,0,-2,-16,49,0
4,5,32,0,-5,-30,26,0,8,-3,14,0
-1,-20,44,0,10,5,45,0,-3,-28,7,0
-7,-6,17,0,-5,1,12,0,-4,4,51,0
12,8,22,0,0,-31,41,0,7,1,6,16
31,39,38,18,8,9,41,0,0,-24,50,69
3,-12,14,90,-3,-24,13,29,3,-3,7,115
-2,-6,0,125,-6,-32,37,88,10,-22,22,175
8,-22,22,181,9,12,24,135,5,-31,38,245
-5,4,9,259,-8,-39,29,187,5,-10,16,319
10,-29,49,318,4,13,42,271,-4,-10,43,353
0,0,28,374,10,-17,14,331,10,4,11,369
-6,2,21,369,-7,-15,42,358,-3,-36,45,373
11,-32,41,369,11,-6,16,368,6,7,9,369
-6,3,11,366,-7,-28,39,377,0,-32,29,363
11,-33,46,364,-2,9,19,369,-8,5,31,328
-5,8,14,312,5,-39,36,366,12,11,25,254
8,-34,36,253,-6,23,23,326,-8,-40,34,189
8,-25,24,186,10,-44,28,243,10,21,16,118
8,-25,26,110,-8,-15,39,180,-9,-46,0,44
-2,8,34,39,10,358,18,104,9,26,21,0
-7,5,17,0,-8,4,40,39,9,-50,16,0
8,-30,44,0,8,-30,18,0,-6,-30,39,0
0,6,15,0,4,21,37,0,8,11,24,0
2,-29,39,0,-6,-44,23,0,-5,-45,32,0
0,-2,22,0,6,3,32,0,4,15,40,0
-7,12,29,0,-8,-15,38,0,13,-32,19,0
9,-40,31,0,8,-50,19,0,-9,-57,35,0
3,-7,17,0,-3,28,32,0,0,31,31,0
-2,-14,40,0,0,-45,24,0,4,-8,24,0
9,-42,34,0,11,19,20,0,-7,-26,36,0
-6,15,21,0,-10,14,40,0,6,26,24,0
4,-35,37,0,9,-38,16,0,-6,-37,16,0
8,-30,21,0,-9,8,26,0,-7,9,16,0
-9,18,34,0,-8,-17,33,0,7,27,34,0
0,-16,36,0,8,-38,18,0,-4,-48,34,0
1,-13,20,0,-5,22,39,0,0,-7,12,33
-6,3,27,26,2,-38,42,0,9,1,27,97
5,-3,30,93,10,-16,11,2,-10,-45,25,134
7,39,19,133,-10,6,39,68,-5,23,30,197
-5,19,40,186,10,-33,20,116,6,13,39,265
-7,20,19,261,1,13,10,165,-7,-37,15,331
7,-43,26,322,-4,-28,49,226,10,22,43,360
-4,5,34,357,8,-32,29,304,-10,-42,11,374
2,-16,23,370,-7,14,24,351,3,23,29,374
0,-12,36,376,5,-38,38,367,-2,-16,33,370
-2,2,24,369,11,19,15,377,-2,-10,20,355
10,-50,35,367,-10,-42,45,372,4,-3,40,294
-11,24,24,325,12,17,12,366,-7,-19,7,219
8,-39,28,255,-9,-36,37,344,7,9,48,159
-5,13,38,190,11,12,26,272,-9,-33,15,82
6,-21,38,120,-7,-26,25,209,8,21,39,7
-5,-3,32,49,9,-37,36,137,-3,-26,55,0
1,-7,16,0,-3,18,16,6,0,6,4,0
10,-43,47,0,3,-38,42,0,1,-17,0,0
-10,24,18,0,11,15,16,0,-9,-9,35,0
9,-35,17,0,-10,-34,38,0,11,20,8,0
-8,13,34,0,12,5,25,0,0,-4,44,0
8,-28,12,0,5,-28,4,0,-7,40,17,0
-5,2,45,0,-6,-32,53,0,-5,17,13,0
-8,13,24,0,7,6,7,0,9,4,47,0
11,-34,32,0,-4,-21,15,0,-3,-32,25,0
0,-7,50,0,8,-9,46,0,5,5,23,0
3,-13,8,0,12,3,14,0,11,-24,38,0
10,-35,22,0,-6,-33,38,0,-6,-34,7,0
-6,9,37,0,4,5,23,0,9,13,48,0
9,-28,15,0,3,-9,8,0,5,-32,47,0
8,-21,36,0,-5,-19,48,0,-1,-14,6,0
-6,4,27,0,10,6,11,0,8,-2,36,58
6,-23,14,38,-4,-31,16,0,1,-27,26,109
0,-3,41,104,0,-28,41,0,-3,-4,28,160
-7,8,37,147,8,7,15,0,-3,-6,32,231
11,-31,15,212,-5,-27,37,50,3,-6,20,301
-7,10,43,288,6,3,24,102,3,-20,47,350
-2,-11,16,339,9,7,16,154,4,-20,12,366
8,-17,38,365,-6,-38,39,212,-5,-20,40,375
-4,-6,49,375,3,-3,17,295,0,-20,18,374
9,-32,3,374,0,-21,25,343,-3,-15,32,368
-3,4,55,369,-6,-8,37,363,4,-16,27,345
7,-28,36,361,11,-12,19,373,-6,-18,28,285
1,-4,16,302,3,-23,36,374,10,-4,31,206
0,-12,44,237,1,4,19,366,-9,-27,26,150
4,-40,8,162,4,-39,36,351,3,9,41,65
4,-40,43,94,-4,10,25,282,2,-24,16,0
7,-16,20,25,8,-21,27,144,0,-7,0,0
