x Normal 1,y Normal 1,z Normal 1,i Normal 1,, Normal 4, Normal 4, Normal 4, Normal 4
7,-40,40,120,,9,-37,51,165
-6,15,22,172,,-6,16,9,96
5,-28,31,249,,9,-42,50,24
-4,0,30,310,,6,-13,36,0
2,-13,22,358,,-3,-10,16,0
8,-48,50,369,,7,-22,46,0
-8,28,11,378,,-5,20,14,0
9,-39,43,374,,6,-44,40,0
-10,18,18,368,,9,-35,50,0
7,-29,32,328,,-7,14,7,0
-7,8,27,262,,8,-41,46,0
6,-17,26,185,,2,-2,35,0
8,-36,48,117,,-5,-7,20,0
-9,18,14,41,,6,-41,37,0
11,-35,38,0,,-4,16,20,0
-8,13,20,0,,-7,12,11,0
0,0,16,0,,7,-36,48,0
7,-24,43,0,,-8,26,8,0
-7,8,24,0,,0,-19,27,0
8,-27,28,0,,1,-9,35,0
8,-32,41,0,,-10,27,8,54
-6,12,17,0,,8,-47,46,109
4,-16,24,0,,-9,24,15,152
1,-9,34,0,,7,-38,38,224
-1,-6,19,0,,9,-39,51,294
10,-32,32,0,,-8,22,5,348
-6,9,26,0,,9,-46,5,
-3,5,17,0,,1,366,,
8,-28,43,0,,-9,27,8,376
-4,,,,,10,-41,46,376
,2,27,0,,-10,23,13,370
4,-22,28,0,,8,-36,38,348
12,-36,40,19,,4,-25,46,280
-6,9,20,86,,-5,14,9,208
12,-36,38,124,,7,-30,47,144
-8,8,20,182,,-8,15,13,67
11,-33,37,264,,11,-35,40,0
-3,2,22,326,,-1,-6,36,0
-2,0,24,361,,1,-10,20,0
9,-28,37,368,,4,-14,40,0
-5,3,18,377,,-8,13,21,0
12,-30,38,369,,11,-35,33,0
-7,6,19,367,,7,-25,40,0
2,-16,30,327,,-5,5,18,0
3,-9,29,260,,7,-26,30,0
0,-11,27,188,,0,0,30,0
5,-14,31,122,,-7,12,18,0
-4,-10,26,36,,11,-33,35,0
7,-20,36,0,,-8,12,22,0
-4,4,15,0,,-2,-2,20,0
7,-31,41,0,,7,-23,40,0
8,-24,44,0,,-4,7,18,0
-5,1,13,0,,5,-27,31,0
4,-31,36,0,,-1,-3,29,10
-1,0,26,0,,-7,6,21,79
-7,7,12,0,,13,-34,39,121
8,-32,42,0,,-7,9,20,175
4,-9,36,0,,12,-35,37,254
-5,-3,19,0,,-5,4,20,319
5,-30,31,0,,0,-8,27,357
-4,6,,,,9,,,
28,0,,,,,-22,34,367
-8,12,13,0,,-4,0,21,376
7,-35,46,0,,9,-26,36,369
-8,22,12,0,,-7,5,17,368
-2,-12,22,0,,4,-25,34,339
2,-15,38,21,,1,0,23,279
-4,2,13,91,,0,-20,33,207
8,-42,43,127,,3,-5,26,149
-7,21,19,187,,-6,13,10,67
6,-35,35,265,,10,-39,47,0
-6,6,26,322,,-7,13,9,0
5,-19,25,363,,-3,-12,19,0
9,-47,49,373,,7,-18,44,0
-9,29,11,376,,-5,-3,12,0
8,-41,43,372,,7,-42,40,0
-10,20,16,364,,-3,11,21,0
8,-32,35,310,,-8,9,10,0
-8,12,26,242,,8,-36,44,0
6,-20,28,164,,2,0,32,0
-5,-1,32,98,,-4,-10,22,0
-9,17,14,22,,7,-38,36,0
11,-35,38,0,,-5,15,22,0
-8,13,22,0,,2,-31,33,0
0,0,17,0,,6,-34,47,0
5,-22,42,0,,-7,23,9,0
-8,9,24,0,,0,-21,29,0
8,-28,32,0,,0,-5,33,2
8,-31,41,0,,-11,27,7,75
-6,10,16,0,,10,-49,47,122
10,-32,40,0,,-8,27,14,174
0,-5,33,0,,8,-43,40,247
0,-8,19,0,,-8,15,21,315
11,-33,35,0,,5,-29,30,360
,,,,,8,-46,50,369
-7,12,23,0,,-9,29,8,376
9,-30,34,0,,10,-4,,
8,-26,42,0,,3,47,372,
-6,8,16,0,,-12,23,12,367
5,-28,30,0,,9,-39,40,322
1,-3,30,37,,-10,19,18,244
-8,10,18,100,,9,-30,34,170
13,-38,40,145,,-7,8,26,109
-8,11,19,217,,-8,13,12,28
13,-38,39,296,,11,-35,40,0
-5,7,20,343,,-8,15,16,0
9,-33,37,364,,12,-36,40,0
-2,3,21,378,,4,-13,39,0
-4,3,20,373,,-2,-5,16,0
11,-30,38,369,,11,-36,35,0
-7,7,18,356,,-4,9,25,0
9,-34,42,293,,7,-27,31,0
-8,11,14,226,,10,-29,40,0
9,-33,45,152,,-8,11,18,0
4,-12,29,85,,12,-35,36,0
-5,-13,27,2,,3,-12,36,0
7,-18,34,0,,-2,-2,20,0
-3,6,14,0,,11,-33,36,0
6,-32,46,0,,-6,10,24,0
-2,7,16,0,,7,-30,32,0
-5,-3,15,0,,11,-31,38,20
7,-28,44,0,,6,-22,28,91
-1,1,24,0,,12,-36,39,129
2,-20,28,0,,-8,9,20,188
7,-28,42,0,,13,-37,38,268
-7,11,19,0,,-5,6,21,328
-5,-5,17,0,,-1,-8,27,3
5,-23,40,,,61,,,
0,,,,,8,-22,33,374
-7,10,13,0,,-3,0,21,375
2,-24,31,0,,10,-26,37,372
-2,4,29,0,,-7,5,19,366
-8,20,11,0,,9,-32,43,317
8,-43,47,0,,0,-1,23,253
1,-9,34,53,,1,-20,34,180
-1,-4,18,111,,4,-4,26,121
3,-24,46,153,,-3,-19,30,32
-6,12,9,225,,4,-11,30,0
7,-41,40,297,,-7,9,9,0
-6,13,21,348,,8,-37,48,0
6,-26,31,367,,7,-15,40,0
-3,0,32,377,,-5,-7,14,0
0,-7,20,376,,6,-38,41,0
0,-17,40,374,,-4,8,21,0
-9,23,12,356,,-6,6,12,0
8,-35,39,290,,8,-31,44,0
-9,15,22,220,,2,0,33,0
6,-24,31,145,,-4,-10,20,0
-4,2,30,82,,7,-35,35,0
-6,16,13,3,,-6,14,23,0
10,-35,41,0,,3,-31,34,0
-8,14,17,0,,7,-30,47,0
1,-4,16,0,,-7,21,9,0
5,-20,42,0,,0,-24,29,0
-7,11,21,0,,0,-3,32,17
9,-32,32,0,,-1,-9,19,92
-4,4,28,0,,10,-48,49,133
-5,8,14,0,,-9,29,12,195
7,-20,25,0,,8,-44,43,270
0,-4,35,0,,-8,17,19,331
1,-11,19,0,,6,-31,32,
10,-34,36,,,365,,,
0,,,,,-2,4,29,374
-8,13,22,0,,-10,29,7,376
-1,0,17,0,,10,-43,47,373
7,-23,42,0,,-10,23,11,361
-5,4,17,0,,10,-38,41,295
6,-30,31,0,,-9,19,19,223
-2,0,29,43,,8,-30,34,152
-6,7,17,100,,-7,7,27,90
13,-36,41,145,,5,-22,26,12
-8,10,18,217,,11,-35,41,0
11,-39,38,297,,-8,14,17,0
-5,7,20,344,,12,-36,41,0
-1,-7,25,366,,4,-13,40,0
9,-22,35,379,,-1,-5,16,0
-5,2,20,373,,8,-24,41,0
10,-28,36,370,,-5,9,24,0
-7,5,19,355,,8,-28,30,0
11,-32,42,283,,11,-29,40,0
-8,10,13,219,,-9,12,18,0
1,-17,32,142,,2,-19,25,0
4,-9,27,79,,3,-10,36,0
-3,-16,29,0,,-1,-7,20,0
7,-17,32,0,,11,-36,39,0
-4,7,14,0,,-6,13,19,0
6,-33,45,0,,7,-34,35,0
6,-20,38,0,,11,-30,38,25
-4,-5,18,0,,-6,5,19,89
7,-26,42,0,,13,-36,41,127
-1,2,21,0,,-9,11,19,192
2,-22,30,0,,3,-19,28,266
7,-29,43,0,,6,-15,29,330
-7,11,19,0,,0,-11,30,363
-3,-8,20,0,,8,-18,32,374
4,-20,40,0,,-4,-3,23,374
-7,6,13,0,,,,,
3,-29,34,0,,4,-26,36,348
-3,,,,,8,-29,41,334
11,24,0,,,8,-29,41,307
-8,17,11,0,,0,2,19,248
8,-40,46,4,,2,-23,37,175
0,0,30,60,,2,-1,22,116
0,-14,23,115,,-3,-21,33,29
1,-14,40,159,,9,-34,45,0
-3,3,12,231,,-5,9,9,0
8,-46,46,302,,-2,-14,25,0
-9,21,14,349,,4,-13,38,0
6,-35,36,367,,-4,-9,17,0
-4,9,25,377,,6,-37,42,0
3,-15,25,375,,-3,8,19,0
8,-43,48,374,,-4,2,13,0
-9,25,10,349,,7,-27,43,0
8,-38,43,277,,0,2,31,0
-8,19,17,209,,-3,-13,21,0
8,-29,35,133,,6,-34,36,0
-7,6,26,72,,-6,15,20,0
-7,14,11,0,,4,-32,37,0
9,-35,44,0,,5,-27,46,0
-7,16,15,0,,-8,17,9,0
4,-8,20,0,,0,-27,32,0
1,-16,40,0,,-1,1,29,28
-9,13,16,0,,1,-14,22,99
9,-34,37,0,,10,-48,52,137
5,-26,43,0,,-9,30,9,197
-3,7,14,0,,10,-47,46,279
9,-23,30,0,,-8,21,16,336
-3,0,33,0,,7,-35,,
-8,11,15,0,,35,365,,
11,-33,,,,-5,8,27,374
39,0,,,,-9,28,5,374
-8,13,19,0,,9,-44,48,369
2,-6,18,0,,-9,25,10,363
3,-18,40,0,,9,-40,42,308
-7,12,20,0,,-10,20,18,231
9,-33,33,1,,9,-31,34,159
-4,3,28,62,,-6,7,28,97
-5,4,17,109,,-6,13,14,22
13,-34,42,159,,10,-34,42,0
-7,8,17,228,,-8,13,16,0
12,-37,39,306,,4,-12,20,0
-6,8,20,349,,3,-12,41,0
0,-10,25,365,,-8,12,20,0
6,-20,34,378,,10,-35,36,0
-4,0,21,368,,-6,8,25,0
10,-27,37,368,,-4,3,15,0
-6,3,19,345,,11,-28,40,0
10,-30,41,270,,-1,2,32,0
-8,9,16,212,,3,-17,23,0
2,-19,32,135,,12,-34,38,0
3,-8,28,75,,-9,13,21,0
-2,-16,28,0,,14,-34,39,0
10,-33,39,0,,7,-18,40,0
-6,7,17,0,,-4,1,19,0
8,-31,43,0,,8,-33,32,2
8,-19,34,0,,-3,4,27,65
-5,-6,21,0,,8,-26,30,113
7,-29,40,0,,2,-4,32,158
-2,0,22,0,,-8,10,20,230
-5,3,16,0,,13,-39,38,305
8,-27,41,0,,-4,-2,23,378
-8,9,20,0,,-4,-2,23,372
-2,-8,19,0,,6,-29,35,367
4,-19,,,,6,-,,
,40,0,,,29,35,365,
-8,13,21,0,,-5,3,22,366
5,-31,36,0,,-5,3,10,341
7,-27,44,0,,3,-32,34,264
-9,14,12,0,,-11,4,10,206
9,-39,45,12,,6,-32,41,135
-2,2,27,77,,-8,8,16,72
0,-18,26,124,,-1,-20,33,0
3,-8,36,168,,5,-11,28,0
-9,30,9,242,,-5,10,12,0
10,-48,46,314,,6,-34,49,0
-9,25,11,354,,-4,12,11,0
6,-41,40,368,,-5,-8,19,0
-4,16,22,376,,7,-22,41,0
3,-23,30,374,,-3,8,18,0
-4,-3,31,368,,1,-27,33,0
0,-6,18,337,,1,2,28,0
8,-41,46,261,,-8,13,16,0
-8,24,14,193,,-3,-13,21,0
6,-35,41,118,,3,-14,38,0
-7,12,21,51,,-7,4,14,0
7,-25,28,0,,4,-34,38,0
10,-36,47,0,,-4,16,21,0
-7,19,14,0,,-8,16,10,0
10,-39,44,0,,9,-40,48,9
0,-12,37,0,,-9,25,6,75
2,-6,18,0,,0,-19,25,123
10,-39,41,0,,1,-9,36,166
-6,13,20,0,,-3,0,15,237
8,-29,33,0,,5,-28,46,305
7,-28,42,0,,-10,26,11,353
-6,10,14,0,,,,,
6,-22,25,,,6,-40,39,367
0,,,,,-5,14,22,376
-2,-4,35,0,,4,-20,30,373
2,-11,21,0,,-3,-6,34,368
10,-36,42,0,,0,-4,16,340
-7,14,16,0,,0,-18,43,267
-1,-6,20,0,,-9,23,13,196
8,-23,39,57,,9,-33,40,125
-4,1,16,109,,-8,10,23,56
9,-31,32,150,,7,-24,28,0
-3,2,27,216,,9,-35,46,0
8,-25,30,290,,-7,16,14,0
2,-8,31,341,,10,-37,44,0
2,-15,27,365,,0,-13,40,0
4,-16,32,374,,2,-6,15,0
-5,8,19,373,,10,-38,39,0
10,-32,35,367,,-6,10,22,0
-6,3,24,356,,9,-29,33,0
7,-27,35,291,,9,-29,41,0
-3,3,22,233,,-8,9,14,0
-6,7,14,164,,6,-21,24,0
10,-32,41,90,,0,-6,37,0
-9,7,19,20,,-8,15,18,0
11,-35,40,0,,13,-36,42,0
3,-14,31,0,,-7,13,18,0
0,-10,27,0,,-2,-4,20,0
6,-17,34,0,,10,-26,39,39
-5,6,15,0,,-5,2,18,100
7,-31,40,0,,13,-34,42,142
6,-24,38,0,,-8,8,18,206
-4,3,17,0,,6,-23,28,281
3,-19,33,0,,3,-12,31,339
-1,-3,32,0,,1,-,,
-9,9,16,0,,14,27,365,
7,-32,38,0,,5,-16,33,375
3,-15,40,0,,-4,-3,23,372
-4,2,14,0,,9,-24,36,369
6,-2,,,,-6,3,25,360
2,45,0,,,7,-26,34,300
-6,14,22,0,,-3,4,21,236
3,-32,32,0,,3,-22,36,163
8,-34,43,55,,3,-3,24,102
-8,18,10,113,,-8,6,19,28
9,-42,50,158,,10,-32,41,0
-10,27,8,228,,-6,7,14,0
9,-47,48,304,,-3,-12,28,0
2,-16,39,348,,7,-13,33,0
-3,4,14,367,,-4,8,13,0
7,-29,47,375,,7,-32,41,0
-8,19,10,373,,7,-21,40,0
7,-38,46,372,,-6,3,15,0
-9,26,9,350,,8,-26,42,0
0,-12,22,281,,0,0,31,0
0,-10,40,216,,-8,10,18,0
-2,3,16,148,,8,-32,36,0
3,-25,43,76,,-8,15,18,0
-5,11,13,1,,-8,3,14,0
8,-30,32,0,,6,-24,45,0
-4,4,30,0,,-5,16,21,0
-7,18,12,0,,1,-31,34,0
11,-40,45,0,,10,-38,44,48
-8,17,12,0,,-10,23,8,110
2,-9,19,0,,11,-47,52,157
4,-18,40,0,,-10,32,7,229
-7,15,18,0,,11,-51,48,305
9,-32,35,0,,-10,28,11,35
8,-26,42,0,,3,,,
-6,9,15,0,,7,-43,41,367
7,-24,,,,-4,18,19,375
,25,0,,,3,-24,31,373
-2,0,32,0,,-3,0,30,369
-8,15,15,0,,-10,27,6,340
11,-36,42,0,,9,-43,46,266
-7,14,16,0,,-9,26,13,197
-1,-11,23,9,,8,-37,41,125
8,-19,37,74,,-7,13,20,57
-3,-3,19,120,,7,-27,29,0
11,-29,42,174,,10,-36,46,0
-5,4,16,247,,-8,17,12,0
8,-30,32,316,,3,-16,23,0
1,-3,27,353,,1,-11,36,0
3,-20,27,367,,2,-8,18,0
5,-13,31,378,,10,-40,41,0
-2,-8,23,367,,-5,12,21,0
7,-22,37,366,,-3,2,16,0
-7,6,21,337,,8,-28,41,0
8,-31,37,262,,-4,6,28,0
-4,7,20,209,,7,-23,25,0
5,-28,36,128,,0,-4,35,0
0,0,24,75,,-9,15,17,0
-10,7,16,0,,11,-37,42,0
12,-37,41,0,,3,-13,37,0
2,-11,29,0,,-2,-6,21,0
0,-13,28,0,,11,-37,38,30
6,-16,30,0,,-5,8,24,94
-5,8,14,0,,9,-33,34,129
8,-33,41,0,,-2,2,27,187
6,-24,36,0,,7,-25,31,264
-4,4,18,0,,13,-39,41,330
4,-22,34,0,,-7,8,,
-3,0,29,0,,,19,362,
-9,11,14,0,,11,-35,40,369
8,-34,42,0,,-5,8,19,375
-9,17,14,0,,8,-31,36,366
-3,-2,18,0,,-6,4,23,364
,,,,,-6,1,20,319
,,,,,8,-28,39,247
4,-19,42,0,,-8,7,16,186
-7,16,18,0,,9,-31,42,114
5,-36,37,13,,-9,5,18,49
-5,10,22,84,,0,-20,30,0
-8,14,11,128,,4,-13,27,0
8,-39,50,180,,-6,7,16,0
-9,23,7,254,,8,-31,44,0
10,-45,49,324,,6,-15,33,0
-9,25,8,356,,-5,-8,21,0
8,-42,46,372,,5,-22,38,0
4,-21,41,376,,-4,2,20,0
-6,13,12,373,,2,-20,32,0
6,-34,46,368,,7,-25,41,0
-8,22,8,330,,-9,8,17,0
6,-39,49,254,,-3,-11,20,0
-8,24,9,193,,2,-15,40,0
1,-4,18,123,,-6,3,14,0
1,-20,41,55,,6,-32,38,0
-4,8,12,0,,-6,15,22,0
8,-34,34,0,,-9,11,14,0
-5,8,27,0,,9,-35,43,28
-5,17,10,0,,-9,19,8,94
10,-38,48,0,,3,-23,28,135
-7,16,10,0,,0,-1,34,185
4,-14,21,0,,-3,-10,19,270
2,-14,40,0,,4,-19,40,328
-7,16,16,0,,-4,7,,
10,-32,37,0,,,11,362,
-6,10,24,0,,8,-42,41,373
-4,7,13,0,,-7,20,19,376
,,,,,4,-27,31,370
,,,,,-3,2,29,366
8,-31,42,0,,1,-11,20,319
-5,3,31,0,,0,-12,40,246
8,-19,27,0,,-9,25,11,174
9,-33,43,0,,8,-38,41,102
-8,11,16,0,,-7,14,22,30
12,-36,39,31,,9,-29,30,0
5,-15,36,97,,8,-35,47,0
0,-7,21,133,,-8,17,12,0
8,-23,40,189,,11,-40,45,0
-4,-2,16,269,,0,-9,37,0
11,-33,39,333,,2,-9,19,0
-6,7,18,357,,10,-40,40,0
5,-22,31,368,,-7,14,19,0
2,-7,30,377,,10,-32,35,0
-1,-12,24,367,,8,-27,42,0
5,-18,37,361,,-8,9,14,0
-3,-3,21,305,,7,-25,27,0
8,-22,40,234,,-2,-1,32,0
-7,10,17,171,,4,-16,24,0
7,-32,37,96,,13,-37,44,0
-1,3,25,37,,-7,16,17,0
5,-28,31,0,,11,-40,40,3
11,-37,42,0,,9,-21,38,68
-8,13,15,0,,-5,-1,18,117
10,-39,43,0,,13,-31,42,170
5,-12,31,0,,-7,6,15,244
-2,-9,25,0,,13,-38,41,317
6,-22,34,0,,-8,9,16,354
-5,7,19,0,,2,-19,29,367
4,-25,36,0,,5,-12,32,380
7,-27,41,0,,,,,
-8,11,14,0,,-3,-6,24,368
2,-19,26,0,,8,-22,36,367
0,-6,35,0,,-5,0,20,338
-9,19,13,0,,8,-30,37,264
8,,,,,-4,7,21,207
,-36,44,0,,4,-27,36,127
-8,19,16,0,,2,0,25,73
-6,0,17,0,,-9,7,18,1
7,-24,41,57,,12,-36,42,0
-8,14,20,114,,-8,11,16,0
6,-33,37,161,,-2,-12,28,0
-3,11,23,228,,7,-15,32,0
3,-27,31,305,,-5,9,14,0
-2,-1,29,348,,7,-32,41,0
-1,-11,23,369,,6,-22,37,0
3,-14,37,376,,-6,4,17,0
-5,7,16,372,,8,-26,42,0
7,-37,39,368,,0,-1,30,0
8,-38,49,255,,0,-13,21,0
-3,4,32,238,,7,-34,41,0
-3,4,32,213,,-8,18,14,0
-8,28,8,146,,-5,1,15,0
7,-42,48,72,,5,-21,44,0
-9,22,12,1,,-6,18,19,0
-3,1,13,0,,3,-33,35,6
6,-28,45,0,,-5,10,23,70
-4,13,11,0,,-9,19,9,120
8,-31,33,0,,9,-42,50,165
-5,3,25,0,,-10,29,8,243
-5,16,9,0,,11,-49,49,317
9,-40,47,0,,-10,27,,
0,-6,35,0,,9,356,,
1,-6,19,0,,8,-44,44,372
9,-37,40,0,,-6,22,17,378
-8,13,19,0,,-7,20,9,373
-2,3,14,0,,8,-40,48,372
6,-27,43,0,,-9,26,6,342
-5,8,27,0,,10,-42,48,258
8,-2,,,,-8,26,11,190
3,29,0,,,8,-39,44,116
7,-31,42,0,,9,-37,48,0
-6,9,17,0,,9,-37,48,0
12,-34,40,43,,-3,3,29,0
2,-11,34,105,,-3,3,29,0
1,-11,22,147,,6,-18,22,0
6,-19,39,212,,12,-41,47,0
-1,-5,18,288,,-8,17,12,0
9,-29,40,343,,2,-9,18,0
-5,3,18,362,,4,-19,41,0
7,-24,32,372,,-7,15,19,0
0,-6,28,374,,10,-32,36,0
2,-16,24,366,,-5,8,27,0
3,-15,37,355,,-7,9,13,0
-1,-7,19,292,,10,-34,44,0
6,-19,40,224,,-3,0,33,0
-8,11,16,159,,5,-16,24,0
9,-35,39,84,,1,-8,34,0
-5,7,24,22,,-8,13,17,0
7,-31,32,0,,12,-38,38,16
11,-36,43,0,,-7,8,23,81
-8,12,15,0,,-3,-3,18,124
12,-38,43,0,,12,-28,42,182
3,-9,29,0,,-6,2,16,257
0,-13,25,0,,13,-36,41,326
9,-37,40,0,,-8,,,
-6,10,18,0,,8,19,356,
-4,2,21,0,,4,-20,29,368
7,-26,40,0,,5,-12,32,378
-8,11,14,0,,-3,-8,23,368
3,-21,27,0,,8,-22,36,364
-3,-4,32,0,,-4,0,19,325
-10,19,12,,,8,-31,38,248
0,,,,,-5,7,20,194
9,-36,45,0,,4,-29,35,114
-9,18,16,0,,2,0,26,60
-6,-3,18,14,,-10,8,16,0
6,-22,41,84,,12,-37,42,0
-6,6,14,125,,-8,13,16,0
6,-33,39,177,,-3,-13,28,0
-4,14,23,254,,8,-16,31,0
4,-29,33,324,,-5,-7,23,0
-3,2,26,354,,7,-34,42,0
-9,26,14,374,,-4,5,17,0
-6,0,18,372,,-7,4,18,0
-6,0,18,369,,8,-28,41,0
8,-38,40,368,,0,0,27,0
-8,17,18,337,,0,-14,23,0
6,-29,33,260,,8,-36,42,0
-4,9,27,201,,-9,19,14,0
-8,24,8,133,,-6,-1,16,0
8,-43,47,60,,6,-19,43,0
-9,24,10,0,,-8,6,15,0
-1,-4,16,0,,5,-36,37,19
4,-23,44,0,,-6,13,21,89
-4,9,12,0,,3,-29,35,133
9,-37,36,0,,9,-41,51,186
-4,9,22,0,,-9,26,6,262
-5,14,10,0,,10,-48,50,329
9,-40,47,0,,-1,,,
-1,0,30,0,,0,28,6,361
2,-12,23,0,,7,-46,47,374
10,-39,43,0,,-6,26,13,377
-8,16,15,0,,6,-34,37,373
10,-34,39,0,,7,-36,47,365
5,-22,42,0,,0,-3,19,166
-3,6,15,,,0,-3,19,142
,0,,,,4,-43,44,116
8,-29,33,0,,2,-20,43,93
-3,3,24,0,,2,-20,43,29
5,-24,31,12,,-4,6,0,0
12,-34,41,84,,5,-35,45,0
-7,8,16,124,,-3,11,16,0
12,-36,42,180,,6,-24,29,0
-6,8,16,255,,10,-40,48,0
11,-37,41,326,,-7,18,10,0
-4,6,20,356,,10,-42,45,0
-4,0,18,372,,3,-14,40,0
9,-30,42,377,,0,0,16,0
-5,8,16,368,,10,-34,37,0
11,-36,43,366,,-6,9,23,0
-8,12,15,329,,-4,7,12,0
1,-12,22,252,,9,-32,45,0
4,-13,37,192,,-4,2,32,0
-1,-7,20,110,,7,-19,26,0
8,-23,39,48,,10,-33,42,0
-6,-1,16,0,,-6,11,17,0
9,-37,36,0,,13,-37,40,37
-3,7,24,0,,-6,8,21,97
5,-29,33,0,,0,-6,19,130
11,-39,44,0,,10,-26,41,196
-8,12,14,0,,-3,1,16,271
0,-17,27,0,,12,-34,41,336
4,-15,33,0,,-7,7,18,360
-3,0,22,0,,5,-21,28,370
7,-32,38,0,,3,-1,,
-8,8,22,0,,1,31,378,
-6,8,13,,,0,-9,22,369
,0,,,,7,-20,39,364
5,-25,31,0,,-4,0,17,318
-4,2,29,0,,10,-32,37,237
1,-15,25,0,,-5,8,20,181
8,-37,46,0,,7,-30,36,102
-11,17,14,0,,0,2,26,45
-3,-8,19,37,,-11,7,16,0
4,-18,39,99,,12,-37,41,0
-5,2,17,139,,-8,13,16,0
6,-25,43,197,,0,-14,28,0
-7,15,19,278,,5,-15,32,0
7,-32,35,338,,-4,-7,24,0
-4,8,25,363,,7,-34,39,0
1,-20,27,376,,-4,6,19,0
0,-2,32,378,,-5,6,20,0
-3,-4,20,372,,8,-28,42,0
8,-39,40,367,,-2,0,29,0
-9,20,18,316,,1,-15,22,0
7,-32,36,235,,9,-36,43,0
-6,14,24,170,,-10,20,13,0
3,-23,31,92,,8,-36,43,0
-2,0,31,36,,5,-18,42,0
-8,22,11,0,,-8,5,15,0
10,-42,44,0,,7,-35,35,40
3,-16,41,0,,-6,12,23,103
-2,2,14,0,,3,-29,34,149
8,-29,44,0,,-2,8,27,204
-6,13,20,0,,-10,23,8,284
6,-32,33,0,,10,-46,48,341
9,-36,45,0,,-10,25,8,366
-6,19,11,0,,8,-43,45,377
10,-38,43,0,,,,,
2,-9,35,0,,-8,25,16,374
0,-6,19,0,,6,-36,37,369
9,-35,40,0,,-5,12,23,354
-6,13,19,0,,2,-20,27,284
-,,,,,-2,0,32,223
2,3,16,0,,-10,27,9,151
7,-26,41,0,,8,-43,46,76
-4,5,24,0,,-8,22,13,5
6,-27,32,39,,-5,5,12,0
0,-5,29,96,,7,-32,48,0
-6,8,17,133,,-6,14,25,0
12,-35,43,196,,6,-29,30,0
-6,9,15,273,,-2,-1,29,0
11,-39,41,338,,-7,20,9,0
-6,8,18,361,,11,-44,47,0
-2,-3,20,374,,3,-11,38,0
9,-28,40,378,,0,-3,16,0
-7,6,15,368,,11,-38,39,0
12,-35,43,361,,-6,14,22,0
-8,13,12,307,,9,-31,34,0
12,-39,49,223,,8,-31,44,0
-8,16,9,171,,-6,12,13,0
0,-14,24,87,,10,-35,44,0
7,-16,37,28,,0,-3,29,0
-4,-6,17,0,,1,-17,26,3
12,-42,41,0,,13,-37,41,73
-6,16,19,0,,-6,9,18,116
7,-37,38,0,,12,-36,39,166
11,-37,44,0,,-5,7,20,238
-8,12,14,0,,9,-34,36,312
9,-41,43,0,,-1,0,26,350
2,-8,29,0,,-6,6,16,368
-2,-6,24,0,,12,-35,42,
7,-36,40,0,,376,,,
-8,12,18,0,,-6,11,16,368
,,,,,11,-36,40,367
-3,6,14,0,,-8,10,18,336
6,-31,47,0,,10,-35,41,253
-7,17,9,0,,-7,11,18,194
3,-21,31,0,,7,-33,39,111
-3,0,31,0,,9,-32,42,48
-9,19,11,0,,-10,6,14,0
10,-39,42,64,,13,-39,44,0
-9,18,15,115,,0,-3,31,0
-3,-2,19,166,,0,-16,28,0
5,-21,41,235,,4,-14,32,0
-6,4,15,306,,-9,14,15,0
6,-30,43,349,,9,-37,40,0
-7,14,12,367,,6,-24,36,0
8,-34,46,378,,-5,6,19,0
-2,3,29,373,,4,-24,35,0
0,-10,22,368,,-4,0,27,0
2,-13,37,344,,-9,12,13,0
-5,5,14,277,,8,-36,43,0
5,-24,44,208,,-10,20,11,0
-7,18,20,137,,-3,-4,19,0
5,-29,35,61,,3,-17,40,0
-4,4,27,0,,-8,2,15,0
-9,19,9,0,,8,-36,35,39
11,-42,46,0,,-7,13,22,101
-7,22,14,0,,4,-30,35,149
0,-5,17,0,,8,-35,48,208
4,-23,40,0,,-10,18,9,288
-8,16,16,0,,12,-42,48,
8,-36,36,0,,,343,,
-3,8,25,0,,-9,24,10,366
-5,15,12,0,,8,-41,45,377
9,-36,43,0,,-10,24,15,374
-1,-5,31,0,,6,-35,37,369
2,-11,20,0,,-6,13,25,349
10,-34,39,0,,2,-22,28,276
-7,13,2,,,9,-39,48,210
0,0,,,,-9,26,8,144
8,-30,36,0,,10,-43,46,62
4,-22,39,0,,-8,22,17,0
-5,0,19,4,,-5,2,14,0
8,-27,32,70,,7,-30,46,0
-2,-4,28,118,,-6,15,11,0
6,-21,28,168,,7,-30,30,0
1,-9,31,236,,-2,2,29,0
4,-16,25,309,,-8,18,11,0
12,-37,42,354,,10,-42,44,0
-6,8,18,370,,-8,20,14,0
10,-32,39,376,,0,-5,19,0
-3,6,21,370,,7,-21,41,0
8,-29,32,366,,-8,14,21,0
-3,0,27,341,,8,-31,32,0
-8,11,12,267,,8,-29,43,0
12,-36,48,197,,-6,12,14,0
-9,15,8,128,,11,-33,43,0
12,-43,48,51,,0,-2,30,0
-10,15,13,0,,0,-19,27,13
13,-45,43,0,,6,-13,33,80
7,-23,41,0,,-6,10,19,124
-6,1,15,0,,13,-37,41,180
9,-42,40,0,,-6,9,18,256
-4,10,24,0,,9,-37,38,324
4,-31,33,0,,-1,4,23,356
10,-39,43,0,,-6,5,17,372
-8,18,16,0,,12,-35,,
0,-11,27,0,,,43,379,
3,-15,36,0,,-8,12,14,369
-3,,,,,13,-38,42,367
2,16,0,,,-7,14,16,325
6,-35,38,0,,10,-37,44,240
-7,15,20,0,,-8,15,14,183
